Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag,Ticker
207.0,206.0,223.0,2.409809112548828,2.6615800857543945,,3.1770633151531222,52.116591453552246,0.10447755878027665,2024-10-21,2024-11-13,23 days,; partially_closed; stop-loss tightened during volatility spike,VACE.F
449.0,321.0,322.0,2.427792549133301,2.6076290607452393,2.5340399727821348,3.3873101499080662,80.74659371376038,0.07407408498561319,2025-04-07,2025-04-08,1 days,; stop-loss tightened during volatility spike; closed_due to volatility spike,VACE.F
198.0,425.0,432.0,2.940000057220459,3.1600000858306885,,,43.56000566482544,0.0748299402477639,2025-09-03,2025-09-12,9 days,; partially_closed,VACE.F
199.0,425.0,435.0,2.940000057220459,3.0799999237060547,,3.8190600743293768,27.859973430633545,0.04761900127918861,2025-09-03,2025-09-17,14 days,; partially_closed,VACE.F
5.0,319.0,321.0,193.31826782226562,179.99108841636692,,251.12041848950346,-66.63589702949352,-0.06893905866232752,2025-04-03,2025-04-07,4 days,; stop-loss tightened during volatility spike,ADS.DE
5.0,321.0,322.0,184.64817810058594,188.1162109375,180.507628794286,243.8480914433125,17.340164184570312,0.018781841622205864,2025-04-07,2025-04-08,1 days,; stop-loss tightened during volatility spike; closed_due to volatility spike,ADS.DE
2.0,367.0,386.0,200.0,212.1999969482422,,,24.399993896484375,0.060999984741211044,2025-06-13,2025-07-10,27 days,; partially_closed,ADS.DE
2.0,367.0,394.0,200.0,201.33030338421972,,260.0597960357666,2.660606768439436,0.006651516921098555,2025-06-13,2025-07-22,39 days,; partially_closed,ADS.DE
4.0,396.0,400.0,198.5,185.0,,253.24004603576662,-54.0,-0.06801007556675065,2025-07-24,2025-07-30,6 days,,ADS.DE
5.0,400.0,402.0,174.89999389648438,164.7949981689453,,229.92300000000003,-50.52497863769531,-0.057775849515007804,2025-07-30,2025-08-01,2 days,,ADS.DE
2.0,402.0,434.0,167.25,175.75,,,17.0,0.05082212257100149,2025-08-01,2025-09-16,46 days,; partially_closed,ADS.DE
41.0,218.0,222.0,23.830429077148438,22.45056400197349,,31.026832395759076,-56.57446808217286,-0.057903492660907774,2024-11-06,2024-11-12,6 days,,BAYN.DE
45.0,222.0,225.0,20.780094146728516,20.207847595214844,18.687655960796842,26.818819055294842,-25.751094818115234,-0.027538207838378015,2024-11-12,2024-11-15,3 days,; closed_due to volatility spike,BAYN.DE
45.0,226.0,250.0,20.118276596069336,18.614357718572414,,26.094858078860767,-67.67634948736148,-0.07475386225631042,2024-11-18,2024-12-20,32 days,,BAYN.DE
22.0,250.0,264.0,18.84539794921875,20.640764236450195,,,39.4980583190918,0.09526815470117866,2024-12-20,2025-01-16,27 days,; partially_closed,BAYN.DE
22.0,250.0,282.0,18.84539794921875,20.517558827800897,,24.330206472064045,36.78753932880724,0.08873046263538664,2024-12-20,2025-02-11,53 days,; partially_closed,BAYN.DE
22.0,282.0,291.0,20.630813598632812,22.168420791625977,,,33.82735824584961,0.07452964400274831,2025-02-11,2025-02-24,13 days,; partially_closed,BAYN.DE
22.0,282.0,300.0,20.630813598632812,23.664802985066544,,26.999807251042775,66.74776650154209,0.14706106339086844,2025-02-11,2025-03-07,24 days,; partially_closed; stop-loss tightened during volatility spike,BAYN.DE
8.0,227.0,256.0,120.38111114501953,119.89026684974638,,156.69708719362472,-3.926754362185193,-0.004077419543684457,2024-11-19,2025-01-06,48 days,,BEI.DE
4.0,256.0,259.0,121.96768188476562,127.02488708496094,,,20.22882080078125,0.04146348542537148,2025-01-06,2025-01-09,3 days,; partially_closed,BEI.DE
4.0,256.0,263.0,121.96768188476562,121.91809878355858,,157.59875577297169,-0.19833240482819292,-0.00040652655228701207,2025-01-06,2025-01-15,9 days,; partially_closed,BEI.DE
9.0,368.0,402.0,110.55000305175781,108.17499809265136,,142.4353519821167,-21.375044631958033,-0.02148353589818086,2025-06-16,2025-08-01,46 days,,BEI.DE
9.0,402.0,405.0,108.19999694824219,99.5,,140.48685198211672,-78.29997253417969,-0.08040662840687374,2025-08-01,2025-08-06,5 days,,BEI.DE
9.0,405.0,406.0,97.5999984741211,97.5999984741211,92.57599792480468,126.78239801788331,0.0,0.0,2025-08-06,2025-08-07,1 days,; closed_due to volatility spike,BEI.DE
9.0,407.0,408.0,100.6500015258789,99.04000091552734,95.76599769592285,131.00414801788332,-14.490005493164062,-0.01599603165368657,2025-08-08,2025-08-11,3 days,; closed_due to volatility spike,BEI.DE
8.0,409.0,423.0,99.04000091552734,98.16750144958496,,127.74365524291994,-6.9799957275390625,-0.008809566416366987,2025-08-12,2025-09-01,20 days,,BEI.DE
9.0,423.0,432.0,97.73999786376953,94.42700119018555,,126.44465524291994,-29.816970062255834,-0.0338960174544064,2025-09-01,2025-09-12,11 days,,BEI.DE
9.0,432.0,437.0,94.4000015258789,90.06200065612794,,122.9633447570801,-39.04200782775874,-0.045953398301182724,2025-09-12,2025-09-19,7 days,,BEI.DE
13.0,200.0,218.0,71.89986419677734,66.15015296786449,,94.13741597302928,-74.74624597586715,-0.07996831834309037,2024-10-11,2024-11-06,26 days,,BMW.DE
7.0,218.0,237.0,64.36640930175781,68.12364959716797,,,26.300682067871094,0.058372687495984676,2024-11-06,2024-12-03,27 days,; partially_closed,BMW.DE
7.0,218.0,259.0,64.36640930175781,71.619017940373,,83.93241768002814,50.7682604703063,0.11267691824495052,2024-11-06,2025-01-09,64 days,; partially_closed,BMW.DE
18.0,430.0,431.0,55.35836410522461,55.160709381103516,50.90187587738037,71.87101634216309,-3.5577850341796875,-0.00357045818307411,2025-09-10,2025-09-11,1 days,; closed_due to volatility spike,CON.DE
4.0,434.0,439.0,232.1999969482422,223.124991607666,,301.8875920715332,-36.30002136230473,-0.03908271085205495,2025-09-16,2025-09-23,7 days,,DB1.DE
15.0,246.0,266.0,32.43817901611328,33.836952209472656,,,20.981597900390625,0.043121199641464214,2024-12-17,2025-01-21,35 days,; partially_closed,DHL.DE
15.0,246.0,275.0,32.43817901611328,32.190780464531485,,41.97650668678108,-3.710978273726937,-0.007626770647603309,2024-12-17,2025-02-03,48 days,; partially_closed,DHL.DE
91.0,247.0,260.0,10.911200523376465,10.467813050693536,,14.167389230248903,-40.34826001414652,-0.0406359934209809,2024-12-17,2025-01-10,24 days,,EOAN.DE
47.0,260.0,273.0,10.173828125,10.814812660217285,,,30.126273155212402,0.06300327933024574,2025-01-10,2025-01-29,19 days,; partially_closed,EOAN.DE
47.0,260.0,315.0,10.173828125,13.159458985858652,12.391008686338361,13.159458985858652,140.32465046035665,0.293461893023542,2025-01-10,2025-03-28,77 days,; partially_closed,EOAN.DE
27.0,212.0,218.0,36.4273796081543,34.37052273247629,,46.88831994073328,-55.53513564330622,-0.05646458509515129,2024-10-29,2024-11-06,8 days,,PAH3.DE
26.0,218.0,223.0,34.968013763427734,33.38781868456368,,45.32496787326683,-41.08507205046533,-0.04518972937824517,2024-11-06,2024-11-13,7 days,,PAH3.DE
14.0,223.0,264.0,32.58942794799805,34.56999969482422,,,27.728004455566406,0.06077344315421884,2024-11-13,2025-01-16,64 days,; partially_closed,PAH3.DE
13.0,223.0,276.0,32.58942794799805,34.42643253527625,,42.40752726976805,23.88105963461662,0.05636811392361518,2024-11-13,2025-02-03,82 days,; partially_closed,PAH3.DE
13.0,276.0,302.0,35.59345626831055,36.948585510253906,,,17.616680145263672,0.03807242633949692,2025-02-03,2025-03-11,36 days,; stop-loss tightened during volatility spike; partially_closed,PAH3.DE
13.0,276.0,309.0,35.59345626831055,35.59534967369015,,46.06355717289707,0.024614269934858157,5.319532234615565e-05,2025-02-03,2025-03-20,45 days,; stop-loss tightened during volatility spike; partially_closed,PAH3.DE
16.0,320.0,333.0,30.997386932373047,34.58895492553711,,,57.465087890625,0.11586679874015782,2025-04-04,2025-04-25,21 days,; partially_closed,PAH3.DE
15.0,320.0,367.0,30.997386932373047,33.689998626708984,,38.1113780347565,40.38917541503906,0.08686576388553013,2025-04-04,2025-06-13,70 days,; partially_closed,PAH3.DE
31.0,269.0,270.0,31.4652042388916,31.4652042388916,28.302128124558564,40.873300306320196,0.0,0.0,2025-01-23,2025-01-24,1 days,; closed_due to volatility spike,PUM.DE
32.0,271.0,272.0,30.919845581054688,30.997753143310547,29.1834259063453,39.67151549516407,2.4930419921875,0.002519662074366824,2025-01-27,2025-01-28,1 days,; stop-loss tightened during volatility spike; closed_due to volatility spike,PUM.DE
33.0,273.0,297.0,30.238147735595703,27.129607539215478,,39.27935390853882,-102.58182648054745,-0.10280193825235262,2025-01-29,2025-03-04,34 days,,PUM.DE
33.0,297.0,303.0,26.654369354248047,21.78510124611257,,35.028834936351295,-160.6858475684707,-0.18268179762277648,2025-03-04,2025-03-12,8 days,,PUM.DE
33.0,303.0,304.0,22.15516471862793,21.541637420654297,18.63176216156221,28.539200905848777,-20.246400833129883,-0.02769229232846926,2025-03-12,2025-03-13,1 days,; closed_due to volatility spike,PUM.DE
32.0,305.0,306.0,21.677976608276367,21.677976608276367,18.343502650782995,28.159691614151004,0.0,0.0,2025-03-14,2025-03-17,3 days,; closed_due to volatility spike,PUM.DE
30.0,307.0,319.0,23.362743377685547,20.25858513453487,,30.398804974228778,-93.12474729452035,-0.13286788254993853,2025-03-18,2025-04-03,16 days,,PUM.DE
16.0,319.0,333.0,19.75948715209961,22.13568687438965,,,38.019195556640625,0.12025614349194025,2025-04-03,2025-04-25,22 days,; partially_closed,PUM.DE
15.0,319.0,362.0,19.75948715209961,21.429130200936086,,25.68022201614529,25.044645732547153,0.08449829876576853,2025-04-03,2025-06-06,64 days,; partially_closed,PUM.DE
16.0,362.0,381.0,21.65999984741211,23.299999237060547,,,26.239990234375,0.07571557715612731,2025-06-06,2025-07-03,27 days,; partially_closed,PUM.DE
15.0,362.0,392.0,21.65999984741211,21.825313016468854,,28.136339801788335,2.479697535851173,0.007632186990827572,2025-06-06,2025-07-18,42 days,; partially_closed,PUM.DE
16.0,392.0,396.0,21.90999984741211,24.6299991607666,,,43.519989013671875,0.12414419590586001,2025-07-18,2025-07-24,6 days,; partially_closed,PUM.DE
16.0,392.0,397.0,21.90999984741211,20.809999465942383,,28.590990297317507,-17.600006103515625,-0.050205403429049,2025-07-18,2025-07-25,7 days,; partially_closed,PUM.DE
35.0,397.0,402.0,20.700000762939453,18.445216472863684,,26.655480594635012,-78.9174501526519,-0.10892677328363454,2025-07-25,2025-08-01,7 days,,PUM.DE
18.0,402.0,419.0,18.299999237060547,20.6299991607666,,,41.939998626708984,0.1273224055106743,2025-08-01,2025-08-26,25 days,; partially_closed,PUM.DE
17.0,402.0,426.0,18.299999237060547,19.8700008392334,,23.771699008941653,26.690027236938477,0.08579244085395032,2025-08-01,2025-09-04,34 days,; partially_closed; stop-loss tightened during volatility spike,PUM.DE
18.0,426.0,436.0,20.059999465942383,22.610000610351562,,,45.900020599365234,0.1271187045013904,2025-09-04,2025-09-18,14 days,; stop-loss tightened during volatility spike; partially_closed,PUM.DE
17.0,426.0,437.0,20.059999465942383,21.93551953125,,26.213820396423344,31.88384111022952,0.0934955192043676,2025-09-04,2025-09-19,15 days,; stop-loss tightened during volatility spike; partially_closed,PUM.DE
18.0,246.0,256.0,27.6607608795166,29.296403884887695,,,29.441574096679688,0.05913224919934579,2024-12-16,2025-01-06,21 days,; partially_closed,RWE.DE
18.0,246.0,259.0,27.6607608795166,27.79577398866146,,35.70502662467464,2.4302359646074336,0.004881033812950353,2024-12-16,2025-01-09,24 days,; partially_closed,RWE.DE
18.0,259.0,280.0,27.622047424316406,27.72850799560547,,,1.916290283203125,0.0038541882740865674,2025-01-09,2025-02-07,29 days,; partially_closed,RWE.DE
19.0,259.0,283.0,27.622047424316406,27.641403661111827,,35.830749046156214,0.36776849911299436,0.0007007531519325205,2025-01-09,2025-02-12,34 days,; partially_closed,RWE.DE
4.0,424.0,431.0,227.25,222.0,,298.9648420715332,-21.0,-0.02310231023102305,2025-09-02,2025-09-11,9 days,,SAP.DE
11.0,202.0,212.0,86.10454559326172,82.88945764360749,,111.04547745302112,-35.365967446196564,-0.03733935215036821,2024-10-15,2024-10-29,14 days,,VOW3.DE
11.0,212.0,218.0,83.42139434814453,78.35156703947686,,107.7550545181563,-55.76810039534436,-0.06077370617313871,2024-10-29,2024-11-06,8 days,,VOW3.DE
11.0,218.0,230.0,79.10585021972656,75.04172915723127,,102.92911835649679,-44.70533168744818,-0.051375733289088954,2024-11-06,2024-11-22,16 days,,VOW3.DE
6.0,230.0,246.0,76.74168395996094,80.90711975097656,,,24.99261474609375,0.054278660254430955,2024-11-22,2024-12-16,24 days,; partially_closed,VOW3.DE
5.0,230.0,276.0,76.74168395996094,87.58684086365173,,99.68744746398927,54.22578451845396,0.14132028832399768,2024-11-22,2025-02-03,73 days,; partially_closed,VOW3.DE
22.0,312.0,320.0,23.201892852783203,25.407032012939453,,,48.5130615234375,0.09504134745160364,2025-03-25,2025-04-04,10 days,; partially_closed,VNA.DE
21.0,312.0,322.0,23.201892852783203,24.7454891204834,23.844144412858633,30.226439919675027,32.4155216217041,0.0665288938921651,2025-03-25,2025-04-08,14 days,; partially_closed; stop-loss tightened during volatility spike; closed_due to volatility spike,VNA.DE
